AÑO;MES;CATEGORIA_ALOJAMIENTO;CCAA;PROVINCIA;PERIODO_ANTELACION;PRECIO_CHECK-IN_ENTRE_SEMANA;PRECIO_CHECK-IN_FIN_SEMANA
2025;6;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;356,0;362,0
2025;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;90,0;107,0
2025;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;104,0;127,0
2025;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;233,0;250,0
2025;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;82,0;103,0
2025;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;97,0;113,0
2025;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;238,0;237,0
2025;7;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;83,0;103,0
2025;7;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;100,0;121,0
2025;7;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;235,0;241,0
2025;7;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;93,0;110,0
2025;7;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;104,0;126,0
2025;7;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;241,0;277,0
2025;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;84,0;96,0
2025;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;97,0;107,0
2025;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;208,0;220,0
2025;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;84,0;97,0
2025;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;96,0;104,0
2025;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;236,0;247,0
2025;8;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;85,0;98,0
2025;8;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;95,0;104,0
2025;8;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;232,0;244,0
2025;8;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;92,0;106,0
2025;8;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;102,0;115,0
2025;8;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;226,0;244,0
2025;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;136,0;163,0
2025;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;175,0;199,0
2025;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;368,0;441,0
2025;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;102,0;120,0
2025;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;129,0;147,0
2025;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;269,0;296,0
2025;9;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;128,0;168,0
2025;9;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;164,0;200,0
2025;9;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;319,0;379,0
2025;9;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;137,0;165,0
2025;9;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;180,0;198,0
2025;9;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;359,0;400,0
2025;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;137,0;168,0
2025;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;179,0;205,0
2025;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;437,0;436,0
2025;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;138,0;149,0
2025;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;185,0;211,0
2025;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;359,0;395,0
2025;10;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;126,0;155,0
2025;10;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;169,0;207,0
2025;10;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;340,0;389,0
2025;10;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;140,0;179,0
2025;10;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;186,0;205,0
2025;10;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;377,0;433,0
2025;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;105,0;145,0
2025;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;136,0;171,0
2025;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;310,0;303,0
2025;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;108,0;142,0
2025;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;146,0;180,0
2025;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;320,0;340,0
2025;11;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;108,0;144,0
2025;11;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;142,0;178,0
2025;11;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;327,0;332,0
2025;11;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;110,0;142,0
2025;11;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;142,0;168,0
2025;11;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;314,0;310,0
2025;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;95,0;132,0
2025;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;110,0;156,0
2025;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;262,0;332,0
2025;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;89,0;129,0
2025;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;103,0;157,0
2025;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;249,0;312,0
2025;12;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;92,0;130,0
2025;12;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;113,0;157,0
2025;12;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;278,0;310,0
2025;12;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;115,0;142,0
2025;12;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;141,0;169,0
2025;12;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;336,0;346,0
2026;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;84,0;109,0
2026;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;99,0;122,0
2026;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;234,0;268,0
2026;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;102,0;130,0
2026;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;116,0;170,0
2026;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;288,0;363,0
2026;1;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;137,0;136,0
2026;1;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;202,0;171,0
2026;1;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;579,0;313,0
2026;1;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;86,0;108,0
2026;1;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;95,0;118,0
2026;1;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;234,0;265,0
2026;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;92,0;125,0
2026;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;115,0;144,0
2026;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;258,0;294,0
2026;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;94,0;134,0
2026;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;118,0;164,0
2026;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;274,0;344,0
2026;2;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;95,0;135,0
2026;2;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;119,0;162,0
2026;2;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;272,0;333,0
2026;2;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;94,0;129,0
2026;2;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;109,0;153,0
2026;2;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;244,0;303,0
2026;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;122,0;159,0
2026;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;162,0;201,0
2026;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;349,0;382,0
2026;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;126,0;161,0
2026;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;161,0;201,0
2026;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;341,0;412,0
2026;3;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;125,0;158,0
2026;3;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;165,0;214,0
2026;3;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;348,0;384,0
2026;3;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;110,0;138,0
2026;3;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;140,0;166,0
2026;3;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;309,0;362,0
